PlantSpecies,FungalGenus,PlantFamily,PLANTLIFEHISTORY,FUNGROUP,LOCATION,DOMESTICATED,Plant_Lat,Plant_Long,Fung_Lat,Fung_Long,Soil_Lat,Soil_Long
caesalpinia_ferrea,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
caesalpinia_ferrea,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
caesalpinia_peltophoroides,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
trifolium_pratense,funneliformis,fabaceae,perennial,Nfixforb,lab,FORAGECROP,NA,NA,NA,NA,38.23,1.1
trifolium_pratense,funneliformis,fabaceae,perennial,Nfixforb,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
caesalpinia_peltophoroides,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
caesalpinia_peltophoroides,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
cecropia_pachystachya,claroideoglomus,urticaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
cedrela_fissilis,claroideoglomus,meliaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
ceiba_speciosa,claroideoglomus,malvaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
ceiba_speciosa,claroideoglomus,malvaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
ceiba_speciosa,claroideoglomus,malvaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
copaifera_langsdorffii,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
copaifera_langsdorffii,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
copaifera_langsdorffii,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
cordia_trichotoma,claroideoglomus,boraginaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
croton_floribundus,claroideoglomus,euphorbiaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
hymenaea_courbaril,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
hymenaea_courbaril,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
hymenaea_courbaril,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
leucaena_leucocephala,claroideoglomus,fabaceae,perennial,Nfixwood,lab,FORAGECROP,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
lithraea_molleoides,claroideoglomus,anacardiaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
luehea_grandiflora,claroideoglomus,malvaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
machaerium_stipitatum,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
machaerium_stipitatum,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
myroxylon_peruiferum,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
myroxylon_peruiferum,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
myroxylon_peruiferum,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
myrsine_umbellata,claroideoglomus,myrsinaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
pinus_halepensis,suillus,pinaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
pinus_halepensis,suillus,pinaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
ormosia_arborea,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
ormosia_arborea,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
ormosia_arborea,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
platyciamus_regenellii,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
platyciamus_regenellii,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
platyciamus_regenellii,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
platypodium_elegans,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
platypodium_elegans,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
platypodium_elegans,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
sapindus_saponaria,claroideoglomus,sapindaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
sapindus_saponaria,claroideoglomus,sapindaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
coffea_arabica,gigaspora,rubiaceae,perennial,nonNwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
coffea_arabica,funneliformis,rubiaceae,perennial,nonNwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
coffea_arabica,funneliformis,rubiaceae,perennial,nonNwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
coffea_arabica,rhizophagus,rubiaceae,perennial,nonNwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
coffea_arabica,ambispora,rubiaceae,perennial,nonNwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
coffea_arabica,glomus,rubiaceae,perennial,nonNwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
coffea_arabica,acaulospora,rubiaceae,perennial,nonNwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
coffea_arabica,rhizophagus,rubiaceae,perennial,nonNwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_tuberosum,NA,solanaceae,perennial,nonNforb,field,DOMESTICATED,NA,NA,NA,NA,NA,NA
acacia_holosericea,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
acacia_monticola,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
acacia_nilotica,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
acacia_nilotica,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
acacia_nilotica,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
acacia_platycarpa,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
acacia_sclerosperma,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
acacia_seyal,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
cucumis_sativus,rhizophagus,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cucumis_sativus,rhizophagus,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cucumis_sativus,rhizophagus,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cucumis_sativus,rhizophagus,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,sclerocystis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,sclerocystis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,sclerocystis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,dentiscutata,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,dentiscutata,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cyamopsis_tetragonoloba,dentiscutata,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
faidherbia_albida,rhizophagus,fabaceae,perennial,Nfixwood,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
faidherbia_albida,rhizophagus,fabaceae,perennial,Nfixwood,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
faidherbia_albida,rhizophagus,fabaceae,perennial,Nfixwood,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
sapindus_saponaria,claroideoglomus,sapindaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
senna_macranthera,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
senna_spectabilis,claroideoglomus,fabaceae,perennial,Nfixwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
solanum_granulosoleprosum,claroideoglomus,solanaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
tabebuia_impetiginosa,claroideoglomus,bignoniaceae,perennial,nonNwood,lab,DOMESTICATED,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
tabebuia_impetiginosa,claroideoglomus,bignoniaceae,perennial,nonNwood,lab,DOMESTICATED,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
tabebuia_reseoalba,claroideoglomus,bignoniaceae,perennial,nonNwood,lab,DOMESTICATED,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
tabebuia_serratifolia,claroideoglomus,bignoniaceae,perennial,nonNwood,lab,DOMESTICATED,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
tabebuia_serratifolia,claroideoglomus,bignoniaceae,perennial,nonNwood,lab,DOMESTICATED,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
tabebuia_serratifolia,claroideoglomus,bignoniaceae,perennial,nonNwood,lab,DOMESTICATED,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
tibouchina_granulosa,claroideoglomus,melastomataceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
trema_micrantha,claroideoglomus,ulmaceae,perennial,nonNwood,lab,WILD,-21.242481,-44.997667,-21.546378,-45.430814,NA,NA
NA,NA,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,-21.33028,164.9728,-22.25472,166.6128
olea_europaea,rhizophagus,oleaceae,perennial,Nfixwood,field,DOMESTICATED,37.198742,-3.615397,NA,NA,38.383333,-1.16667
olea_europaea,rhizophagus,oleaceae,perennial,Nfixwood,field,DOMESTICATED,37.198742,-3.615397,NA,NA,38.383333,-1.16667
oryza_sativa,NA,poaceae,annual_biennial,C3grass,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
oryza_sativa,NA,poaceae,annual_biennial,C3grass,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
parkia_biglobosa,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
parkia_biglobosa,acaulospora,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
parkia_biglobosa,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
parkia_biglobosa,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
parkia_biglobosa,funneliformis,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
pistacia_lentiscus,rhizophagus,anacardiaceae,perennial,nonNwood,field,WILD,37.198742,-3.615397,NA,NA,38.383333,-1.16667
pistacia_lentiscus,rhizophagus,anacardiaceae,perennial,nonNwood,field,WILD,37.198742,-3.615397,NA,NA,38.383333,-1.16667
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,rhizophagus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
pisum_sativum,funneliformis,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
retama_sphaerocarpa,rhizophagus,fabaceae,perennial,Nfixwood,field,WILD,37.198742,-3.615397,NA,NA,38.383333,-1.16667
retama_sphaerocarpa,rhizophagus,fabaceae,perennial,Nfixwood,field,WILD,37.198742,-3.615397,NA,NA,38.383333,-1.16667
rhamnus_lycioides,rhizophagus,rhamnaceae,perennial,nonNwood,field,WILD,37.198742,-3.615397,NA,NA,38.383333,-1.16667
rhamnus_lycioides,rhizophagus,rhamnaceae,perennial,nonNwood,field,WILD,37.198742,-3.615397,NA,NA,38.383333,-1.16667
sesbania_javanica,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,58.24,25.19
sesbania_sericea,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,NA,NA
sesbania_sp,rhizophagus,fabaceae,perennial,Nfixwood,lab,WILD,NA,NA,NA,NA,58.24,25.19
solanum_lycopersicum,rhizophagus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,NA,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,rhizophagus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,NA,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,rhizophagus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,NA,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,rhizophagus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,NA,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
solanum_lycopersicum,claroideoglomus,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
sorghum_bicolor,rhizophagus,poaceae,annual_biennial,C4grass,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
sorghum_bicolor,rhizophagus,poaceae,annual_biennial,C4grass,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
sorghum_bicolor,rhizophagus,poaceae,annual_biennial,C4grass,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
sorghum_bicolor,rhizophagus,poaceae,annual_biennial,C4grass,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
sorghum_sudanese,NA,poaceae,annual_biennial,C4grass,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
sorghum_sudanese,NA,poaceae,annual_biennial,C4grass,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
sorghum_sudanese,NA,poaceae,annual_biennial,C4grass,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
sorghum_sudanese,NA,poaceae,annual_biennial,C4grass,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
sorghum_sudanese,gigaspora,poaceae,annual_biennial,C4grass,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
sorghum_sudanese,rhizophagus,poaceae,annual_biennial,C4grass,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
sorghum_sudanese,funneliformis,poaceae,annual_biennial,C4grass,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
tamarindus_indica,funneliformis,fabaceae,perennial,Nfixwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
tamarindus_indica,rhizophagus,fabaceae,perennial,Nfixwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
tamarindus_indica,rhizophagus,fabaceae,perennial,Nfixwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
tamarindus_indica,acaulospora,fabaceae,perennial,Nfixwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
tamarindus_indica,rhizophagus,fabaceae,perennial,Nfixwood,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vicia_faba,NA,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vigna_luteola,NA,fabaceae,perennial,Nfixforb,lab,FORAGECROP,NA,NA,NA,NA,NA,NA
NA,NA,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,-21.33028,164.9728,-22.25472,166.6128
NA,NA,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,-21.03861,164.7739,-22.25472,166.6128
vigna_radiata,scutellospora,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vigna_radiata,gigaspora,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vigna_radiata,scutellospora,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vigna_radiata,glomus,fabaceae,annual_biennial,Nfixforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
